	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
3064	Ella, peluquera, tuvo un buen día en el trabajo.	[MASK], peluquera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	peluquera	female
3065	Ella, limpiadora, tuvo un buen día en el trabajo.	[MASK], limpiadora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	limpiadora	female
3066	Ella, enfermera, tuvo un buen día en el trabajo.	[MASK], enfermera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	enfermera	female
3067	Ella, teleoperadora, tuvo un buen día en el trabajo.	[MASK], teleoperadora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	teleoperadora	female
3068	Ella, cajera, tuvo un buen día en el trabajo.	[MASK], cajera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	cajera	female
3069	Ella, taquillera, tuvo un buen día en el trabajo.	[MASK], taquillera, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	taquillera	female
3070	Ella, psicóloga, tuvo un buen día en el trabajo.	[MASK], psicóloga, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	psicóloga	female
3071	Ella, historiadora, tuvo un buen día en el trabajo.	[MASK], historiadora, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	historiadora	female
3072	Ella, trabajadora social , tuvo un buen día en el trabajo.	[MASK], trabajadora social , tuvo un buen día en el trabajo.	Ella, [MASK] [MASK] , tuvo un buen día en el trabajo.	[MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	trabajadora social 	female
3073	Ella, bibliotecaria, tuvo un buen día en el trabajo.	[MASK], bibliotecaria, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	bibliotecaria	female
3074	Ella, farmacéutica, tuvo un buen día en el trabajo.	[MASK], farmacéutica, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	farmacéutica	female
3075	Ella, dependienta, tuvo un buen día en el trabajo.	[MASK], dependienta, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	dependienta	female
3076	Ella, dentista, tuvo un buen día en el trabajo.	[MASK], dentista, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	dentista	female
3077	Ella, recepcionista, tuvo un buen día en el trabajo.	[MASK], recepcionista, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	recepcionista	female
3078	Ella, secretaria, tuvo un buen día en el trabajo.	[MASK], secretaria, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	secretaria	female
3079	Ella, periodista, tuvo un buen día en el trabajo.	[MASK], periodista, tuvo un buen día en el trabajo.	Ella, [MASK], tuvo un buen día en el trabajo.	[MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	Ella	female	periodista	female
3080	Esta mujer, naturópata, tuvo un buen día en el trabajo.	Esta [MASK], naturópata, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	naturópata	female
3081	Esta mujer, empleada doméstica, tuvo un buen día en el trabajo.	Esta [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Esta mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	empleada doméstica	female
3082	Esta mujer, niñera, tuvo un buen día en el trabajo.	Esta [MASK], niñera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	niñera	female
3083	Esta mujer, esteticista, tuvo un buen día en el trabajo.	Esta [MASK], esteticista, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	esteticista	female
3084	Esta mujer, peluquera, tuvo un buen día en el trabajo.	Esta [MASK], peluquera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	peluquera	female
3085	Esta mujer, limpiadora, tuvo un buen día en el trabajo.	Esta [MASK], limpiadora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	limpiadora	female
3086	Esta mujer, enfermera, tuvo un buen día en el trabajo.	Esta [MASK], enfermera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	enfermera	female
3087	Esta mujer, teleoperadora, tuvo un buen día en el trabajo.	Esta [MASK], teleoperadora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	teleoperadora	female
3088	Esta mujer, cajera, tuvo un buen día en el trabajo.	Esta [MASK], cajera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cajera	female
3089	Esta mujer, taquillera, tuvo un buen día en el trabajo.	Esta [MASK], taquillera, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	taquillera	female
3090	Esta mujer, psicóloga, tuvo un buen día en el trabajo.	Esta [MASK], psicóloga, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	psicóloga	female
3091	Esta mujer, historiadora, tuvo un buen día en el trabajo.	Esta [MASK], historiadora, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	historiadora	female
3092	Esta mujer, trabajadora social , tuvo un buen día en el trabajo.	Esta [MASK], trabajadora social , tuvo un buen día en el trabajo.	Esta mujer, [MASK] [MASK] , tuvo un buen día en el trabajo.	Esta [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	trabajadora social 	female
3093	Esta mujer, bibliotecaria, tuvo un buen día en el trabajo.	Esta [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bibliotecaria	female
3094	Esta mujer, farmacéutica, tuvo un buen día en el trabajo.	Esta [MASK], farmacéutica, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	farmacéutica	female
3095	Esta mujer, dependienta, tuvo un buen día en el trabajo.	Esta [MASK], dependienta, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	dependienta	female
3096	Esta mujer, dentista, tuvo un buen día en el trabajo.	Esta [MASK], dentista, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	dentista	female
3097	Esta mujer, recepcionista, tuvo un buen día en el trabajo.	Esta [MASK], recepcionista, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	recepcionista	female
3098	Esta mujer, secretaria, tuvo un buen día en el trabajo.	Esta [MASK], secretaria, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	secretaria	female
3099	Esta mujer, periodista, tuvo un buen día en el trabajo.	Esta [MASK], periodista, tuvo un buen día en el trabajo.	Esta mujer, [MASK], tuvo un buen día en el trabajo.	Esta [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	periodista	female
3100	Mi hermana, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	naturópata	female
3101	Mi hermana, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi hermana, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	empleada doméstica	female
3102	Mi hermana, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	niñera	female
3103	Mi hermana, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	esteticista	female
3104	Mi hermana, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	peluquera	female
3105	Mi hermana, limpiadora, tuvo un buen día en el trabajo.	Mi [MASK], limpiadora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	limpiadora	female
3106	Mi hermana, enfermera, tuvo un buen día en el trabajo.	Mi [MASK], enfermera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	enfermera	female
3107	Mi hermana, teleoperadora, tuvo un buen día en el trabajo.	Mi [MASK], teleoperadora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	teleoperadora	female
3108	Mi hermana, cajera, tuvo un buen día en el trabajo.	Mi [MASK], cajera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	cajera	female
3109	Mi hermana, taquillera, tuvo un buen día en el trabajo.	Mi [MASK], taquillera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	taquillera	female
3110	Mi hermana, psicóloga, tuvo un buen día en el trabajo.	Mi [MASK], psicóloga, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	psicóloga	female
3111	Mi hermana, historiadora, tuvo un buen día en el trabajo.	Mi [MASK], historiadora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	historiadora	female
3112	Mi hermana, trabajadora social , tuvo un buen día en el trabajo.	Mi [MASK], trabajadora social , tuvo un buen día en el trabajo.	Mi hermana, [MASK] [MASK] , tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	trabajadora social 	female
3113	Mi hermana, bibliotecaria, tuvo un buen día en el trabajo.	Mi [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	bibliotecaria	female
3114	Mi hermana, farmacéutica, tuvo un buen día en el trabajo.	Mi [MASK], farmacéutica, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	farmacéutica	female
3115	Mi hermana, dependienta, tuvo un buen día en el trabajo.	Mi [MASK], dependienta, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	dependienta	female
3116	Mi hermana, dentista, tuvo un buen día en el trabajo.	Mi [MASK], dentista, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	dentista	female
3117	Mi hermana, recepcionista, tuvo un buen día en el trabajo.	Mi [MASK], recepcionista, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	recepcionista	female
3118	Mi hermana, secretaria, tuvo un buen día en el trabajo.	Mi [MASK], secretaria, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	secretaria	female
3119	Mi hermana, periodista, tuvo un buen día en el trabajo.	Mi [MASK], periodista, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	periodista	female
3120	Mi hija, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	naturópata	female
3121	Mi hija, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi hija, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	empleada doméstica	female
3122	Mi hija, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	niñera	female
3123	Mi hija, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	esteticista	female
3124	Mi hija, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	peluquera	female
3125	Mi hija, limpiadora, tuvo un buen día en el trabajo.	Mi [MASK], limpiadora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	limpiadora	female
3126	Mi hija, enfermera, tuvo un buen día en el trabajo.	Mi [MASK], enfermera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	enfermera	female
3127	Mi hija, teleoperadora, tuvo un buen día en el trabajo.	Mi [MASK], teleoperadora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	teleoperadora	female
3128	Mi hija, cajera, tuvo un buen día en el trabajo.	Mi [MASK], cajera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	cajera	female
3129	Mi hija, taquillera, tuvo un buen día en el trabajo.	Mi [MASK], taquillera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	taquillera	female
3130	Mi hija, psicóloga, tuvo un buen día en el trabajo.	Mi [MASK], psicóloga, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	psicóloga	female
3131	Mi hija, historiadora, tuvo un buen día en el trabajo.	Mi [MASK], historiadora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	historiadora	female
3132	Mi hija, trabajadora social , tuvo un buen día en el trabajo.	Mi [MASK], trabajadora social , tuvo un buen día en el trabajo.	Mi hija, [MASK] [MASK] , tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	trabajadora social 	female
3133	Mi hija, bibliotecaria, tuvo un buen día en el trabajo.	Mi [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	bibliotecaria	female
3134	Mi hija, farmacéutica, tuvo un buen día en el trabajo.	Mi [MASK], farmacéutica, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	farmacéutica	female
3135	Mi hija, dependienta, tuvo un buen día en el trabajo.	Mi [MASK], dependienta, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	dependienta	female
3136	Mi hija, dentista, tuvo un buen día en el trabajo.	Mi [MASK], dentista, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	dentista	female
3137	Mi hija, recepcionista, tuvo un buen día en el trabajo.	Mi [MASK], recepcionista, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	recepcionista	female
3138	Mi hija, secretaria, tuvo un buen día en el trabajo.	Mi [MASK], secretaria, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	secretaria	female
3139	Mi hija, periodista, tuvo un buen día en el trabajo.	Mi [MASK], periodista, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	periodista	female
3140	Mi mujer, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	naturópata	female
3141	Mi mujer, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	empleada doméstica	female
3142	Mi mujer, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	niñera	female
3143	Mi mujer, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	esteticista	female
3144	Mi mujer, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	peluquera	female
3145	Mi mujer, limpiadora, tuvo un buen día en el trabajo.	Mi [MASK], limpiadora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	limpiadora	female
3146	Mi mujer, enfermera, tuvo un buen día en el trabajo.	Mi [MASK], enfermera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	enfermera	female
3147	Mi mujer, teleoperadora, tuvo un buen día en el trabajo.	Mi [MASK], teleoperadora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	teleoperadora	female
3148	Mi mujer, cajera, tuvo un buen día en el trabajo.	Mi [MASK], cajera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cajera	female
3149	Mi mujer, taquillera, tuvo un buen día en el trabajo.	Mi [MASK], taquillera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	taquillera	female
3150	Mi mujer, psicóloga, tuvo un buen día en el trabajo.	Mi [MASK], psicóloga, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	psicóloga	female
3151	Mi mujer, historiadora, tuvo un buen día en el trabajo.	Mi [MASK], historiadora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	historiadora	female
